Ciudad,Agno,Regiondelmundo,Indicepreciossinalquiler,Indiceprecioconalquiler,Indicesalariosbruto,Indicesalariosneto,Horasanualesdetrabajo,Vacacionesanualespagadas,Podercomprabruto,Podercompraneto,TiempotrabajoporKgpan,Tiempotrabajoporhamburguesa,Gastoalimentos,Gastocestacompra,Preciovestidomujer,Preciotrajehombre,Preciopiso4habamueblado,Preciopiso3habsinamueblar,Precioalquiler,Precioelectrodomesticos,Preciotranviaometroobus,Preciotaxi,Preciocoche,Preciorestaurante,Precionochedehotel,Precioserviciosvarios,Impuestosycontribucionessocialescomo%salariobruto,Salarioporhoraneto,Maestro,Choferdeautobus,Mecanicodecoche,Obrerodelaconstruccion,Tornero,Jefedecocina,Directordefabrica,Ingeniero,Cajerobanco,Secretariadedireccion,Dependienta,Trabajadortextil,Ingresopromedioanualneto,Ejefactorialingreso1,Ejefactorialingreso2,Ejefactorialingreso3,Ejefactorialingreso4,Ejefactorialingreso5,Maestro/Med,Chofer/Med,Mecanico/Med,Obreroconstr/Med,Tornero/Med,Jefedecocina/Med,Diretorfabrica/Med,Ingeniero/Med,Cajerobanco/Med,Secretariadireccion/Med,Dependienta/Med,Trabajadortext/Med,Desigualdadsalarial,Manualescalificados,Femeninosnocalificados,Ejefactorialinformes1,Ejefactorialinformes2,Ejefactorialinformes3,Ejefactorialinformes4,Ejefactorialinformes5,Maestro/Med,Chofer/Med,Mecanico/Med,Obreroconstr/Med,Tornero/Med,Jefedecocina/Med,Diretorfabrica/Med,Ingeniero/Med,Cajerobanco/Med,Secretariadireccion/Med,Dependienta/Med,Trabajadortext/Med
NewYork91,Edition1991,NORDAMERIQUE,83.30,103.90,68.20,65.80,1942.00,12.20,81.80,79.00,22.00,26.00,476.00,1454.00,415.00,851.00,4200.00,2097.00,1790.00,1628.00,1.15,7.00,14001.00,30.00,285.00,268.00,22.70,10.52,24920.00,26259.00,23513.00,22776.00,25857.00,23312.00,67122.00,35035.00,22307.00,20565.00,11656.00,11656.00,20424.00,-3.10,-0.09,0.48,0.24,0.82,1.22,1.29,1.15,1.12,1.27,1.14,3.29,1.72,1.09,1.01,0.57,0.57,2.72,1.21,0.57,-1.56,0.66,-0.91,-1.26,0.19,1.22011.24,1.27511.29,1.15121.17,1.10871.12,1.26601.28,1.13401.16,3.25853.41,1.67461.72,1.07161.09,1.00261.01,0.55420.59,0.56500.58
NewYork94,edition1994,NORDAMERIQUE,83.20,93.80,73.60,74.50,1940.00,11.00,88.50,89.50,14.00,23.00,408.00,1620.00,550.00,1150.00,4200.00,1680.00,930.00,1700.00,1.25,6.35,10000.00,44.00,219.00,380.00,20.20,12.80,29000.00,26200.00,24500.00,25700.00,31100.00,30600.00,62100.00,43800.00,24700.00,21100.00,20300.00,17800.00,24832.00,-4.60,-0.30,0.99,-0.35,0.35,1.17,1.06,0.99,1.03,1.25,1.23,2.50,1.76,0.99,0.85,0.82,0.72,1.78,1.12,0.77,-1.51,0.17,0.17,0.00,0.25,1.16181.20,1.04521.06,0.97841.00,0.98231.03,1.24571.25,1.20761.24,2.48482.54,1.76381.77,0.97671.01,0.82880.88,0.81210.82,0.71310.72
Nicosia91,Edition1991,SUDEUROPE,47.90,47.20,26.50,28.30,1825.00,20.30,55.30,59.20,8.00,40.00,214.00,836.00,208.00,402.00,630.00,268.00,380.00,2613.00,0.50,3.28,12527.00,13.00,163.00,141.00,13.70,4.56,12058.00,8441.00,8441.00,7101.00,9981.00,11790.00,15876.00,15541.00,12460.00,7838.00,5493.00,5024.00,8313.00,1.90,-0.19,0.05,0.23,0.08,1.45,1.02,1.02,0.85,1.20,1.42,1.91,1.87,1.50,0.94,0.66,0.60,1.31,1.11,0.63,-0.84,0.15,-0.48,-0.82,-0.33,1.41381.45,0.98661.02,1.01231.02,0.84270.87,1.19571.21,1.41381.46,1.84861.91,1.84501.88,1.43541.50,0.94290.95,0.65950.68,0.59350.61
Nicosia94,edition1994,SUDEUROPE,49.90,48.50,27.40,27.40,1837.00,18.50,54.80,54.90,12.00,51.00,239.00,972.00,280.00,460.00,600.00,310.00,360.00,3020.00,0.64,3.37,16700.00,14.00,202.00,180.00,20.30,4.80,16200.00,8700.00,8100.00,7400.00,9900.00,10000.00,16200.00,15800.00,13200.00,8100.00,5500.00,6100.00,8818.00,1.78,-0.27,-0.27,0.26,0.10,1.84,0.99,0.92,0.84,1.12,1.13,1.84,1.79,1.50,0.92,0.62,0.69,1.21,1.02,0.66,-1.20,-0.80,-0.64,-0.74,-0.69,1.79672.07,0.98661.02,0.90670.92,0.82370.84,1.11231.13,1.13401.16,1.79561.84,1.77191.79,1.43541.50,0.91860.94,0.62370.64,0.68520.70
Oslo91,Edition1991,NORDEUROPE,115.50,111.60,80.90,63.70,1583.00,31.40,70.10,55.20,12.00,43.00,612.00,2016.00,589.00,831.00,1012.00,831.00,740.00,2686.00,1.88,7.45,22441.00,32.00,211.00,355.00,37.80,10.18,13666.00,14202.00,15340.00,15407.00,,,16412.00,16881.00,16345.00,15206.00,13867.00,14268.00,16118.00,-0.33,-1.13,0.32,-0.09,-0.86,0.85,0.88,0.95,0.96,,,1.02,1.05,1.01,0.94,0.86,0.89,0.20,,0.87,-1.75,0.55,1.38,0.63,-0.83,0.84790.91,0.87570.89,0.93830.95,0.94250.96,,,0.91881.37,1.03731.14,1.01131.02,0.94290.95,0.85690.86,0.88520.92
Oslo94,edition1994,NORDEUROPE,101.30,95.80,68.80,60.00,1728.00,23.20,67.90,59.20,11.00,35.00,517.00,1971.00,580.00,1090.00,820.00,550.00,520.00,2820.00,2.19,9.59,25800.00,36.00,219.00,410.00,31.40,10.30,19100.00,16800.00,16700.00,16800.00,23400.00,16200.00,36000.00,27600.00,19400.00,18900.00,15100.00,15400.00,17798.00,-1.66,-0.73,0.02,-0.37,-0.38,1.07,0.94,0.94,0.94,1.31,0.91,2.02,1.55,1.09,1.06,0.85,0.87,1.17,1.13,0.86,-1.54,0.14,0.53,1.01,-0.13,1.07151.08,0.89270.95,0.93830.95,0.94250.96,1.31471.34,0.87120.95,1.99352.04,1.54341.58,1.07161.09,1.05951.07,0.83050.86,0.85520.88
Panama91,Edition1991,SUDAMERIQUE,49.20,54.30,13.10,13.80,2078.00,28.60,26.70,28.10,50.00,66.00,241.00,859.00,214.00,355.00,1474.00,288.00,550.00,1400.00,0.20,1.12,13867.00,17.00,123.00,214.00,15.20,2.21,4287.00,7302.00,3818.00,2947.00,4890.00,9579.00,8775.00,9378.00,6498.00,6632.00,2546.00,3148.00,4594.00,3.24,-0.14,0.00,0.17,0.08,0.93,1.59,0.83,0.64,1.06,2.09,1.91,2.04,1.41,1.44,0.55,0.69,1.53,0.95,0.62,0.21,-0.30,-0.54,-0.48,-1.16,0.91840.93,1.58951.69,0.82240.84,0.64150.68,1.06281.08,2.08512.16,1.91011.94,1.98072.12,1.41141.43,1.38191.51,0.55420.59,0.68520.70
Panama94,edition1994,SUDAMERIQUE,54.20,60.80,16.60,18.00,2040.00,33.00,30.60,33.30,18.00,53.00,270.00,1054.00,480.00,730.00,2500.00,1500.00,500.00,2320.00,0.30,1.25,15900.00,20.00,160.00,200.00,12.80,3.10,5300.00,8200.00,5300.00,4200.00,4900.00,13500.00,19000.00,15800.00,20400.00,9300.00,3700.00,4200.00,6324.00,2.22,0.62,0.02,0.20,-0.33,0.84,1.30,0.84,0.66,0.77,2.13,3.00,2.50,3.23,1.47,0.59,0.66,2.64,0.81,0.62,2.33,-0.90,0.57,-1.93,-1.05,0.77720.84,1.28681.33,0.82240.84,0.64150.68,0.77480.91,2.08512.16,2.84203.00,2.43882.58,3.22583.50,1.38191.51,0.55420.59,0.65740.66
Paris91,Edition1991,CENTRALEUROPE,81.60,82.40,48.10,45.90,1744.00,27.00,59.00,56.20,18.00,39.00,395.00,1425.00,630.00,804.00,1333.00,945.00,610.00,2512.00,0.82,6.33,15005.00,24.00,267.00,288.00,24.30,7.37,16278.00,14536.00,12929.00,10048.00,14603.00,13733.00,37245.00,28269.00,12996.00,14603.00,10584.00,9244.00,12851.00,-0.06,0.01,-0.05,-0.31,0.20,1.27,1.13,1.01,0.78,1.14,1.07,2.90,2.20,1.01,1.14,0.82,0.72,2.18,1.07,0.77,-0.57,-0.17,0.23,0.43,0.42,1.26191.27,1.12381.14,1.00361.01,0.78190.79,1.13541.15,1.06021.07,2.84203.00,2.14952.20,1.01131.02,1.12651.15,0.82190.83,0.71890.72
Paris94,edition1994,CENTRALEUROPE,84.80,87.00,51.90,49.60,1790.00,27.90,61.20,58.60,19.00,38.00,471.00,1650.00,550.00,1020.00,2170.00,1040.00,750.00,2660.00,1.13,9.55,18400.00,22.00,318.00,320.00,24.60,8.50,16200.00,19400.00,13100.00,9300.00,14900.00,23000.00,55800.00,41100.00,32100.00,16300.00,11900.00,12900.00,15215.00,-1.65,1.41,0.07,-0.53,-0.05,1.06,1.28,0.86,0.61,0.98,1.51,3.67,2.70,2.11,1.07,0.78,0.85,3.06,0.92,0.81,0.81,-1.28,0.31,-0.15,0.39,1.01731.06,1.27511.29,0.84000.86,0.50250.61,0.97170.99,1.48831.56,3.65754.38,2.70132.85,2.10982.82,1.05951.07,0.77420.78,0.83930.85
Prague91,Edition1991,EUROPEORIENTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
Prague94,edition1994,EUROPEORIENTAL,35.90,34.80,6.40,6.40,1978.00,19.50,17.90,17.80,23.00,141.00,149.00,699.00,160.00,220.00,980.00,520.00,40.00,2000.00,0.20,2.62,6500.00,10.00,236.00,110.00,21.10,1.10,1800.00,2800.00,2900.00,1700.00,2600.00,3800.00,5500.00,2900.00,3500.00,2200.00,1700.00,1100.00,2176.00,4.29,-0.31,-0.13,0.36,0.01,0.83,1.29,1.33,0.78,1.19,1.75,2.53,1.33,1.61,1.01,0.78,0.51,2.02,1.26,0.64,-0.60,1.40,0.45,-1.42,0.88,0.77720.84,1.28681.33,1.32581.34,0.73780.78,1.18101.19,1.69601.77,2.48482.54,1.31911.36,1.60001.68,1.01101.02,0.77420.78,0.50550.52
RiodeJaneiro91,Edition1991,SUDAMERIQUE,46.30,54.40,9.60,10.50,1749.00,26.50,20.90,22.70,30.00,79.00,175.00,807.00,167.00,201.00,1929.00,1474.00,370.00,1447.00,0.24,3.03,15809.00,24.00,172.00,214.00,11.90,1.67,1943.00,3483.00,3282.00,804.00,3617.00,4957.00,16077.00,7637.00,2814.00,3952.00,2747.00,1876.00,2929.00,3.85,0.03,-0.12,0.12,0.17,0.66,1.19,1.12,0.27,1.23,1.69,5.49,2.61,0.96,1.35,0.94,0.64,5.21,1.18,0.79,1.82,0.88,-0.06,1.10,1.90,0.65960.73,1.14381.19,1.11871.15,0.25910.28,1.22691.24,1.56131.69,5.48896.01,2.59302.70,0.91530.97,1.23951.35,0.90550.95,0.63240.66
RiodeJaneiro94,edition1994,SUDAMERIQUE,54.80,60.60,10.50,12.20,1857.00,24.00,19.10,22.20,39.00,107.00,244.00,1067.00,230.00,380.00,2450.00,1580.00,450.00,2180.00,0.28,2.58,15300.00,19.00,194.00,260.00,7.80,2.10,2000.00,4700.00,3000.00,1400.00,4300.00,3200.00,22800.00,11100.00,6800.00,6700.00,4400.00,2000.00,3900.00,3.40,0.28,-0.41,0.02,-0.05,0.51,1.21,0.77,0.36,1.10,0.82,5.85,2.85,1.74,1.72,1.13,0.51,5.49,0.94,0.82,3.07,-0.28,0.96,1.36,2.54,0.51280.58,1.18961.21,0.76920.82,0.29390.36,1.09591.10,0.82050.87,5.48896.01,2.70132.85,1.72201.77,1.50891.72,1.07691.13,0.50550.52
SaoPaulo91,Edition1991,SUDAMERIQUE,48.90,52.30,11.10,11.10,1856.00,30.70,22.60,22.60,32.00,106.00,167.00,854.00,188.00,315.00,1400.00,864.00,420.00,1661.00,0.37,3.34,16613.00,15.00,201.00,221.00,19.70,1.74,3550.00,3952.00,3014.00,1340.00,3818.00,2412.00,10919.00,7101.00,2546.00,7838.00,2345.00,1407.00,3233.00,3.83,-0.21,-0.45,0.12,0.00,1.10,1.22,0.93,0.41,1.18,0.75,3.38,2.20,0.79,2.42,0.73,0.44,2.96,1.06,0.58,1.82,0.77,-0.33,1.44,-0.22,1.09801.11,1.22241.25,0.93180.94,0.37410.41,1.18101.19,0.48310.75,3.25853.41,2.14952.20,0.77740.82,2.07253.36,0.72110.73,0.41810.50
SaoPaulo94,edition1994,SUDAMERIQUE,54.20,61.10,14.40,14.90,1827.00,30.70,26.70,27.60,30.00,84.00,248.00,1054.00,180.00,320.00,2490.00,1430.00,590.00,1790.00,0.40,3.63,16000.00,40.00,266.00,330.00,14.60,2.70,3600.00,4700.00,5400.00,1900.00,7600.00,6100.00,16800.00,11600.00,6000.00,6700.00,3600.00,2400.00,4933.00,3.18,-0.01,-0.13,0.04,0.11,0.73,0.95,1.09,0.39,1.54,1.24,3.41,2.35,1.22,1.36,0.73,0.49,3.02,1.32,0.61,0.95,2.00,-1.18,0.92,1.02,0.65960.73,0.95150.97,1.09471.11,0.37410.41,1.47641.57,1.20761.24,3.25853.41,2.25112.35,1.21121.25,1.35001.38,0.72110.73,0.41810.50
Seoul91,Edition1991,ESTASIE,58.30,,27.60,32.70,1842.00,23.80,47.40,56.00,18.00,30.00,379.00,1018.00,516.00,342.00,,,,2251.00,0.59,,11187.00,19.00,82.00,154.00,6.10,5.23,14202.00,6565.00,9177.00,7101.00,15072.00,13599.00,17283.00,17283.00,13800.00,8508.00,7034.00,7302.00,9625.00,1.39,-0.25,0.12,0.08,0.07,1.48,0.68,0.95,0.74,1.57,1.41,1.80,1.80,1.43,0.88,0.73,0.76,1.11,1.26,0.74,-0.99,0.49,-1.06,0.68,-0.37,1.46841.49,0.67980.74,0.95350.97,0.73780.78,1.47641.57,1.38391.41,1.79561.84,1.79181.84,1.41141.43,0.82880.88,0.72110.73,0.74670.76
Seoul94,edition1994,ESTASIE,82.40,87.30,29.40,28.40,2302.00,7.80,35.70,34.40,24.00,48.00,508.00,1604.00,890.00,990.00,1850.00,1310.00,1000.00,2270.00,0.43,6.31,9900.00,35.00,236.00,220.00,21.60,5.00,13200.00,12800.00,12300.00,9700.00,12500.00,13900.00,23600.00,20100.00,22300.00,10800.00,8300.00,8100.00,11510.00,0.61,-0.04,0.01,0.21,-0.32,1.15,1.11,1.07,0.84,1.09,1.21,2.05,1.75,1.94,0.94,0.72,0.70,1.35,1.08,0.71,-0.79,-0.02,0.44,-0.92,0.06,1.12211.16,1.09181.11,1.06861.08,0.84270.87,1.08201.09,1.20761.24,2.04252.08,1.73591.75,1.86682.01,0.93710.94,0.72110.73,0.70370.71
Singapore91,Edition1991,ESTASIE,64.40,77.10,17.10,16.10,2042.00,18.90,26.60,25.00,39.00,70.00,374.00,1125.00,161.00,442.00,2090.00,636.00,1310.00,1601.00,0.52,2.20,46557.00,21.00,157.00,154.00,24.90,2.55,7168.00,4555.00,4689.00,2479.00,5560.00,6029.00,22776.00,16613.00,6364.00,8039.00,3885.00,2814.00,5198.00,2.90,0.27,-0.31,-0.13,0.22,1.38,0.88,0.90,0.48,1.07,1.16,4.38,3.20,1.22,1.55,0.75,0.54,3.90,0.99,0.64,2.04,-0.01,-0.57,0.68,0.30,1.36391.38,0.87570.89,0.88760.90,0.46340.48,1.06281.08,1.15991.18,3.65754.38,3.15043.69,1.21121.25,1.50891.72,0.73360.75,0.52530.55
Singapore94,edition1994,ESTASIE,88.20,94.80,29.30,28.70,2044.00,17.70,33.20,32.60,27.00,35.00,443.00,1717.00,480.00,700.00,2690.00,2070.00,880.00,2290.00,0.76,2.93,54800.00,76.00,238.00,350.00,22.00,5.00,9800.00,8600.00,8400.00,4600.00,19200.00,9700.00,21000.00,26500.00,11200.00,12600.00,7200.00,8000.00,10220.00,1.16,-0.16,-0.32,-0.69,0.18,0.96,0.84,0.82,0.45,1.88,0.95,2.05,2.59,1.10,1.23,0.70,0.78,2.14,1.35,0.74,-0.28,1.14,-2.06,2.67,0.20,0.93910.99,0.84150.87,0.76920.82,0.41480.45,1.64351.88,0.94800.96,2.04252.08,2.59302.70,1.09491.11,1.21951.23,0.69880.70,0.76530.78
Stockholm91,Edition1991,NORDEUROPE,111.30,105.60,69.10,39.20,1805.00,27.80,62.00,35.20,40.00,61.00,553.00,1944.00,543.00,824.00,1172.00,549.00,430.00,2780.00,2.66,12.50,17953.00,39.00,295.00,442.00,55.00,6.30,12661.00,10986.00,10517.00,12661.00,11254.00,11388.00,15474.00,11790.00,11254.00,12661.00,10182.00,10115.00,11366.00,0.98,-0.93,0.04,0.13,-0.52,1.11,0.97,0.93,1.11,0.99,1.00,1.36,1.04,0.99,1.11,0.90,0.89,0.47,0.96,0.89,-1.90,-0.30,1.89,0.42,-0.85,1.09801.11,0.95150.97,0.92000.93,1.10871.12,0.98670.99,0.98881.02,0.91881.37,1.03731.14,0.97671.01,1.10701.12,0.88200.90,0.88520.92
Stockholm94,edition1994,NORDEUROPE,87.20,85.20,55.50,49.90,1803.00,25.70,63.70,57.30,29.00,32.00,446.00,1697.00,450.00,580.00,930.00,630.00,600.00,2320.00,2.21,8.12,20300.00,25.00,217.00,390.00,29.00,8.60,17400.00,15300.00,14800.00,18200.00,15300.00,14700.00,24800.00,22200.00,15600.00,16100.00,13300.00,13700.00,15506.00,-0.67,-0.98,0.13,-0.19,-0.51,1.12,0.99,0.95,1.17,0.99,0.95,1.60,1.43,1.01,1.04,0.86,0.88,0.74,0.97,0.87,-1.90,-0.29,1.66,0.28,-0.71,1.12211.16,0.98661.02,0.95350.97,1.17301.32,0.98670.99,0.94800.96,1.59821.64,1.43171.49,0.97671.01,1.03331.05,0.85690.86,0.85520.88
Sidney91,Edition1991,SUDASIEETAUSTRALI,70.80,72.80,51.70,52.10,1668.00,22.40,73.00,73.60,12.00,18.00,277.00,1237.00,523.00,1072.00,1420.00,757.00,550.00,2492.00,2.06,4.20,12795.00,17.00,190.00,221.00,19.30,8.31,17484.00,12326.00,13934.00,13733.00,14335.00,18355.00,24518.00,15809.00,13532.00,15608.00,11388.00,11053.00,13855.00,-0.09,-0.67,0.46,0.24,-0.31,1.26,0.89,1.01,0.99,1.03,1.32,1.77,1.14,0.98,1.13,0.82,0.80,0.97,1.02,0.81,-1.36,0.11,1.20,0.06,-0.91,1.26191.27,0.87570.89,1.00361.01,0.98231.03,1.03461.04,1.28081.35,1.66111.77,1.03731.14,0.97671.01,1.12651.15,0.82190.83,0.78770.80
Sidney94,edition1994,SUDASIEETAUSTRALI,61.80,63.00,46.20,41.20,1847.00,22.20,74.80,66.70,11.00,26.00,262.00,1203.00,430.00,1060.00,1360.00,660.00,430.00,1790.00,1.79,4.71,14700.00,14.00,189.00,230.00,29.20,7.20,18800.00,11600.00,11900.00,12900.00,13200.00,18700.00,23900.00,20500.00,18700.00,14700.00,10900.00,9400.00,13298.00,-0.03,-0.21,0.32,0.20,-0.33,1.41,0.87,0.89,0.97,0.99,1.41,1.80,1.54,1.41,1.11,0.82,0.71,1.09,0.94,0.76,-0.66,-0.40,0.98,-0.36,-0.85,1.41381.45,0.84150.87,0.88760.90,0.95920.97,0.98670.99,1.38391.41,1.79561.84,1.49461.54,1.39451.41,1.07691.11,0.81210.82,0.70370.71
Taipei91,Edition1991,ESTASIE,84.30,90.40,30.10,34.50,2145.00,17.70,35.70,41.00,16.00,34.00,414.00,1471.00,502.00,1038.00,1929.00,1420.00,740.00,2606.00,0.33,4.25,16010.00,50.00,208.00,328.00,8.50,5.56,11790.00,10651.00,10115.00,10584.00,11589.00,22843.00,26393.00,21369.00,12192.00,12661.00,11388.00,8574.00,11926.00,0.39,0.08,0.94,-0.08,-0.10,0.99,0.89,0.85,0.89,0.97,1.92,2.21,1.79,1.02,1.06,0.95,0.72,1.49,0.91,0.84,-0.02,0.00,1.50,0.27,-0.51,0.93910.99,0.89270.95,0.84000.86,0.87910.89,0.97170.99,1.80981.92,2.11402.24,1.79181.84,1.01131.02,1.05951.07,0.90550.95,0.71890.72
Taipei94,edition1994,ESTASIE,68.00,74.60,41.20,47.50,2136.00,17.00,60.60,69.80,21.00,26.00,421.00,1324.00,230.00,780.00,2080.00,1040.00,940.00,2270.00,0.45,3.77,15100.00,50.00,196.00,280.00,8.90,8.20,23700.00,19100.00,23700.00,13800.00,21400.00,30000.00,32900.00,20000.00,23700.00,13800.00,13200.00,9200.00,17515.00,-1.64,-0.27,1.36,1.02,0.10,1.35,1.09,1.35,0.79,1.22,1.71,1.88,1.14,1.35,0.79,0.75,0.53,1.35,1.29,0.64,-1.40,1.13,0.05,-1.48,0.51,1.30891.35,1.06581.09,1.35271.47,0.78190.79,1.21581.22,1.69601.77,1.84861.91,1.03731.14,1.34951.36,0.75670.83,0.75360.76,0.52530.55
Tel-Aviv91,Edition1991,PROCHEORIENT,67.30,64.90,23.70,27.00,2015.00,18.70,35.10,40.10,9.00,33.00,293.00,1175.00,261.00,569.00,630.00,382.00,390.00,3068.00,0.73,5.91,17149.00,22.00,105.00,234.00,9.00,4.35,8240.00,9579.00,10048.00,7034.00,10249.00,14469.00,20163.00,15273.00,12594.00,7972.00,7503.00,4957.00,8774.00,1.66,-0.06,0.45,0.25,-0.04,0.94,1.09,1.15,0.80,1.17,1.65,2.30,1.74,1.44,0.91,0.86,0.56,1.73,1.16,0.71,-0.47,0.88,0.61,-0.68,0.67,0.93910.99,1.09181.11,1.11871.15,0.79250.81,1.14581.17,1.56131.69,2.24042.30,1.73591.75,1.43541.50,0.89150.92,0.83050.86,0.56500.58
Tel-Aviv94,edition1994,PROCHEORIENT,67.40,65.80,29.90,27.50,1940.00,17.50,44.40,40.80,12.00,53.00,321.00,1312.00,260.00,490.00,750.00,550.00,500.00,3290.00,0.87,5.59,21200.00,19.00,97.00,260.00,22.10,5.10,9100.00,10300.00,11500.00,6800.00,10700.00,20900.00,16800.00,18900.00,10700.00,8200.00,6700.00,4900.00,9894.00,1.41,0.00,0.98,0.15,0.25,0.92,1.04,1.16,0.69,1.08,2.11,1.70,1.91,1.08,0.83,0.68,0.50,1.62,1.12,0.59,-0.28,1.53,0.05,-1.08,-0.20,0.91840.93,1.01621.04,1.15121.17,0.67630.70,1.06281.08,2.08512.16,1.66111.77,1.88561.95,1.07161.09,0.82880.88,0.65950.68,0.41810.50
Tokyo91,Edition1991,ESTASIE,115.00,141.40,63.90,68.00,1880.00,24.00,55.60,59.10,14.00,21.00,742.00,2008.00,797.00,1259.00,10160.00,3825.00,890.00,2653.00,1.32,8.67,17350.00,96.00,237.00,409.00,15.50,10.85,26393.00,28470.00,20900.00,22977.00,25991.00,23714.00,49035.00,29006.00,27733.00,18690.00,14268.00,12460.00,20402.00,-2.99,-0.47,0.34,0.58,0.23,1.29,1.40,1.02,1.13,1.27,1.16,2.40,1.42,1.36,0.92,0.70,0.61,1.79,1.15,0.66,-1.96,-0.15,-0.42,-1.17,0.35,1.28601.29,1.32781.40,1.01231.02,1.11521.13,1.26601.28,1.15991.18,2.30372.44,1.37691.42,1.34951.36,0.89150.92,0.69880.70,0.59350.61
Tokyo94,edition1994,ESTASIE,132.00,142.70,86.80,89.00,1893.00,14.50,65.80,67.40,15.00,25.00,938.00,2569.00,1910.00,1800.00,5300.00,2020.00,1440.00,2920.00,1.54,14.45,18700.00,72.00,382.00,460.00,19.30,15.30,35700.00,32400.00,26500.00,25900.00,38700.00,32100.00,76800.00,51400.00,54900.00,27400.00,23000.00,20200.00,28963.00,-6.72,0.72,0.13,0.05,-0.47,1.23,1.12,0.91,0.89,1.34,1.11,2.65,1.77,1.90,0.95,0.79,0.70,1.95,1.13,0.75,-0.84,-0.38,-0.25,-0.32,0.53,1.22011.24,1.11511.12,0.90670.92,0.88980.94,1.31471.34,1.07591.11,2.54472.69,1.77191.79,1.86682.01,0.94290.95,0.78430.79,0.68520.70
Toronto91,Edition1991,NORDAMERIQUE,70.20,72.50,65.40,58.20,1888.00,12.20,93.20,83.00,10.00,20.00,350.00,1225.00,516.00,623.00,,583.00,640.00,1755.00,0.99,4.04,10249.00,25.00,179.00,261.00,29.20,9.31,24317.00,20498.00,21034.00,23245.00,23982.00,12661.00,39925.00,31150.00,13666.00,15407.00,9579.00,10517.00,17580.00,-1.52,-1.19,-0.02,-0.04,0.71,1.38,1.17,1.20,1.32,1.36,0.72,2.27,1.77,0.78,0.88,0.54,0.60,1.73,1.28,0.57,-2.78,0.92,-1.01,-0.94,-0.06,1.36391.38,1.14381.19,1.19651.29,1.17301.32,1.35201.38,0.48310.75,2.24042.30,1.77191.79,0.77740.82,0.82880.88,0.51980.54,0.59350.61
Toronto94,edition1994,NORDAMERIQUE,57.50,60.30,59.30,56.60,1888.00,13.40,103.00,98.30,9.00,20.00,300.00,1120.00,410.00,530.00,1240.00,810.00,650.00,1800.00,1.45,7.63,11400.00,18.00,150.00,220.00,23.70,9.80,25500.00,19700.00,20100.00,20300.00,22700.00,20900.00,30900.00,26800.00,16700.00,14000.00,14200.00,13200.00,18502.00,-1.77,-1.06,0.57,0.16,0.20,1.38,1.06,1.09,1.10,1.23,1.13,1.67,1.45,0.90,0.76,0.77,0.71,0.96,1.16,0.74,-2.38,0.24,0.19,-0.40,-0.02,1.36391.38,1.04521.06,1.08341.09,1.04981.10,1.22691.24,1.12261.13,1.66111.77,1.43171.49,0.82180.90,0.75670.83,0.76190.77,0.71310.72
Vienna91,Edition1991,CENTRALEUROPE,78.00,75.40,54.40,51.30,1780.00,26.80,69.80,65.80,12.00,30.00,352.00,1361.00,435.00,690.00,1306.00,536.00,290.00,1976.00,1.39,6.19,15139.00,33.00,220.00,308.00,25.00,8.24,15407.00,16412.00,15139.00,14068.00,19427.00,18690.00,36442.00,33427.00,20699.00,17283.00,10249.00,7503.00,14666.00,-0.86,0.14,0.32,-0.24,0.13,1.05,1.12,1.03,0.96,1.32,1.27,2.48,2.28,1.41,1.18,0.70,0.51,1.97,1.18,0.61,-0.37,0.85,-0.51,-0.42,0.21,1.01731.06,1.11511.12,1.03091.07,0.95920.97,1.31471.34,1.25681.27,2.48482.54,2.25112.35,1.41141.43,1.15361.18,0.69880.70,0.50550.52
Vienna94,edition1994,CENTRALEUROPE,78.00,77.00,62.00,57.40,1744.00,26.80,79.50,73.60,13.00,27.00,402.00,1518.00,480.00,760.00,1690.00,720.00,410.00,2090.00,1.69,10.14,16900.00,33.00,309.00,340.00,26.40,9.90,18500.00,19200.00,17800.00,16200.00,20900.00,21700.00,36500.00,38700.00,23300.00,17600.00,12200.00,13600.00,17266.00,-1.86,-0.11,0.36,-0.61,0.02,1.07,1.11,1.03,0.94,1.21,1.26,2.11,2.24,1.35,1.02,0.71,0.79,1.53,1.12,0.75,-1.02,0.21,0.06,0.08,-0.24,1.07151.08,1.09181.11,1.03091.07,0.88980.94,1.19571.21,1.25681.27,2.11402.24,2.21012.24,1.34951.36,1.01731.02,0.70500.72,0.78770.80
Zurich91,Edition1991,CENTRALEUROPE,100.00,100.00,100.00,100.00,1868.00,24.00,100.00,100.00,9.00,20.00,517.00,1746.00,389.00,509.00,2546.00,1474.00,570.00,2418.00,1.88,14.40,14469.00,26.00,238.00,395.00,19.40,16.01,44882.00,36308.00,27867.00,20364.00,37312.00,33293.00,59620.00,51916.00,41868.00,31685.00,23513.00,18891.00,29907.00,-6.55,0.18,-0.01,0.09,-0.04,1.50,1.21,0.93,0.68,1.25,1.11,1.99,1.74,1.40,1.06,0.79,0.63,1.36,1.09,0.71,-0.88,-0.51,-0.37,-0.09,0.40,1.50071.59,1.18961.21,0.93180.94,0.67630.70,1.24571.25,1.07591.11,1.99352.04,1.73591.75,1.39451.41,1.05951.07,0.78430.79,0.61790.63
Zurich94,edition1994,CENTRALEUROPE,100.00,100.00,100.00,100.00,1874.00,23.70,100.00,100.00,12.00,21.00,570.00,1946.00,460.00,700.00,2280.00,1510.00,740.00,2440.00,2.24,14.36,16100.00,33.00,287.00,430.00,20.60,17.30,56800.00,46100.00,30500.00,26100.00,35800.00,27500.00,82500.00,45700.00,58800.00,31500.00,24700.00,23100.00,32420.00,-7.90,0.29,-1.18,1.12,-0.33,1.75,1.42,0.94,0.81,1.10,0.85,2.54,1.41,1.81,0.97,0.76,0.71,1.83,1.02,0.74,-1.46,-1.68,-0.17,-0.99,0.60,1.75201.78,1.42201.51,0.93830.95,0.79250.81,1.09591.10,0.82050.87,2.54472.69,1.37691.42,1.77501.81,0.97161.00,0.76190.77,0.70370.71
